"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
1,"Zotu10",2,13079,1222620,1.23e-08,0,4,-0.164894913,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
2,"Zotu100",1,0,0,7.77e-16,0,0,-1.428849446,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium"
3,"Zotu1004",1,0,0,4.4e-275,0,150,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","Ambiguous_taxa"
4,"Zotu1006",5,6784.235971,395689,9.71e-11,0.3,11,1.02274468,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
5,"Zotu1007",5,1909.166667,174355,4.92e-08,0.1,2,1.230882644,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
6,"Zotu1008",7,1442.90956,47651,9.61e-10,0.238095238,11,2.230322736,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Cytophagia bacterium"
7,"Zotu1009",4,1,2,3.89e-72,0.666666667,67,1.069044968,0,"Latescibacteria","Latescibacteria","Latescibacterales","Latescibacteraceae","metagenome",NA
8,"Zotu1010",3,8,11,1.23e-107,0,46,0.688247202,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora",NA
9,"Zotu1016",4,97,125,1.41e-78,0.166666667,14,1.620886402,0,"Rokubacteria","NC10","Rokubacteriales","uncultured soil bacterium",NA,NA
10,"Zotu1018",2,1904,11020,5.28e-16,0,3,-0.458078667,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured soil bacterium"
11,"Zotu102",1,0,0,7.96e-161,0,32,-1.020620726,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
12,"Zotu1020",6,5231.830736,189730,0.419691532,0.666666667,1,2.214429159,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
13,"Zotu1021",2,19564.6269,164639,5.14e-12,0,10,-1.704224888,0.5,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
14,"Zotu1022",2,19.33073593,844,0.135798155,0,1,-0.40545886,0,"Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
15,"Zotu1024",4,207,269,1.69e-74,0.166666667,7,1.774090991,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Pasteuria sp."
16,"Zotu1026",5,19508.70674,1050394,4.73e-11,0.1,0,0.183185826,0.56,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
17,"Zotu1033",1,0,0,6.29e-194,0,56,-1,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","uncultured Burkholderiales bacterium",NA
18,"Zotu1036",2,0,0,3.46e-144,1,75,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultured Holophaga sp."
19,"Zotu1038",2,479,5190,0.069076052,0,1,-0.40545886,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
