"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
1,"Zotu10",1,0,0,1.17e-140,0,3,-1.120897077,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
2,"Zotu1004",2,1,1,1.34e-223,0,155,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","Ambiguous_taxa"
3,"Zotu1007",1,0,0,4.26e-187,0,85,-0.577350269,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
4,"Zotu10093",1,0,0,6.71e-224,0,134,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
5,"Zotu1014",2,8,8,1.88e-163,0,17,0.40824829,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","alpha proteobacterium LS7-MT"
6,"Zotu1016",2,4,4,8.52e-187,0,41,0.816496581,0,"Rokubacteria","NC10","Rokubacteriales","uncultured soil bacterium",NA,NA
7,"Zotu1018",1,0,0,8.15e-287,0,197,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured soil bacterium"
8,"Zotu102",1,0,0,3.01e-81,0,75,-1.214746787,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
9,"Zotu1020",1,0,0,8.15e-287,0,363,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
10,"Zotu1021",1,0,0,6.71e-224,0,127,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
11,"Zotu1024",2,0,0,1.1e-160,1,97,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Pasteuria sp."
12,"Zotu1026",1,0,0,4.29e-146,0,109,-1.414213562,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
13,"Zotu1033",1,0,0,4.29e-146,0,110,-1.414213562,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","uncultured Burkholderiales bacterium",NA
14,"Zotu1035",1,0,0,8.15e-287,0,337,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)",NA,NA
15,"Zotu1038",1,0,0,8.15e-287,0,331,0,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
16,"Zotu1039",1,0,0,4.26e-187,0,32,-1.224744871,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
17,"Zotu1042",2,5,7,1.41e-49,0,14,-1.016001016,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
18,"Zotu10431",1,0,0,8.15e-287,0,319,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","bacterium Ellin5102"
19,"Zotu1048",1,0,0,2.17e-199,0,51,-1,0,"Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured planctomycete"
20,"Zotu105",1,0,0,2.5e-40,0,11,-1.220600207,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
21,"Zotu1050",2,0,0,7.96e-146,1,92,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Firmicutes bacterium"
22,"Zotu1051",1,0,0,8.15e-287,0,268,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
23,"Zotu1053",4,200,1188,6.61e-12,0.5,0,0.576923077,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
24,"Zotu1055",1,0,0,6.71e-224,0,167,0,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","Caulobacter sp. THG-DN8.6"
25,"Zotu10558",1,0,0,1.69e-110,0,83,-1.75,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
26,"Zotu1057",6,6.333333333,17,0.432268536,0.6,30,1.240347346,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Nostoc PCC-7107","Nostoc spongiaeforme NDUPC007"
27,"Zotu1059",2,0,0,1.32e-94,1,2,-0.39223227,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
28,"Zotu106",3,129,159,2.31e-120,0,1,1.037116076,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
29,"Zotu1060",1,0,0,2.17e-199,0,57,-1,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",NA
30,"Zotu1062",1,0,0,8.15e-287,0,353,0,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Punica granatum (pomegranate)"
31,"Zotu1066",1,0,0,8.15e-287,0,205,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
32,"Zotu1067",1,0,0,3.37e-157,0,16,-0.904534034,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin517",NA
