"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
1,"Zotu1",2,2375.446526,7258,0.016239103,0,1,-1.430497986,0.5,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
2,"Zotu10",1,0,0,0.000119687,0,4,-1.297771369,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
3,"Zotu100",2,0,0,0.000669421,1,0,-0.628587266,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium"
4,"Zotu1007",3,702.7013709,1875,0.001278475,0,2,0.182764665,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
5,"Zotu102",1,0,0,6.52e-41,0,14,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
6,"Zotu104",1,0,0,0.000542136,0,3,-1.183215957,0,"Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
7,"Zotu108",2,331.3717172,1087,0.000372952,0,2,-0.502602829,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
8,"Zotu11",4,959.8348929,2919,0.000155406,0,0,0.907959385,0,"Firmicutes","Bacilli",NA,NA,NA,NA
9,"Zotu110",2,4,4,2.42e-26,0,7,0.447213595,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
10,"Zotu114",3,492.0338495,1420,0.00062331,0.333333333,2,0.182764665,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
11,"Zotu115",3,904.1811799,2479,0.015590308,0,2,-0.502602829,0.444444444,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium",NA
12,"Zotu118",1,0,0,0.000271563,0,2,-1.187970322,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
13,"Zotu119",1,0,0,6.52e-41,0,16,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
14,"Zotu12",3,380.9939394,770,0.000230336,0,2,0.182764665,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA
15,"Zotu1204",4,175.2919744,974,0.123541826,0.166666667,1,-0.147474019,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","uncultured Sorangiineae bacterium",NA
16,"Zotu123",2,1,1,4.38e-33,0,12,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
17,"Zotu124",2,0,0,3.96e-08,1,5,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
18,"Zotu125",2,0,0,0.003697676,1,3,-0.169030851,0,"Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
19,"Zotu126",1,0,0,6.52e-41,0,16,0,0,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured soil bacterium"
20,"Zotu128",1,0,0,6.52e-41,0,15,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
21,"Zotu1295",1,0,0,1.58e-06,0,2,-1.187970322,0,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA
22,"Zotu13",1,0,0,1.75e-07,0,5,-1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
23,"Zotu130",1,0,0,8.55e-11,0,6,-1.069044968,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
