"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
1,"Zotu10016",2,0,0,2.79e-83,1,119,-0.353553391,0,"Proteobacteria","Deltaproteobacteria","MBNT15",NA,NA,NA
2,"Zotu1004",1,0,0,1.3e-206,0,363,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","Ambiguous_taxa"
3,"Zotu1006",6,231,378,2.89e-42,0.133333333,2,2.35149475,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
4,"Zotu1007",2,6,6,5.34e-119,0,32,0.377964473,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
5,"Zotu10073",2,0,0,4.2e-64,1,31,-0.5,0,"Elusimicrobia","Lineage IIa",NA,NA,NA,NA
6,"Zotu1008",4,23,23,8.1e-92,0.166666667,20,2.097617696,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Cytophagia bacterium"
7,"Zotu1009",1,0,0,1.3e-206,0,475,0,0,"Latescibacteria","Latescibacteria","Latescibacterales","Latescibacteraceae","metagenome",NA
8,"Zotu10093",1,0,0,5.4e-107,0,45,-0.774596669,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
9,"Zotu1010",1,0,0,1.3e-206,0,516,0,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora",NA
10,"Zotu1014",1,0,0,1.3e-206,0,425,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","alpha proteobacterium LS7-MT"
11,"Zotu1016",5,167,212,2.8e-59,0.1,5,2.370499115,0,"Rokubacteria","NC10","Rokubacteriales","uncultured soil bacterium",NA,NA
12,"Zotu1018",1,0,0,2.32e-162,0,219,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured soil bacterium"
13,"Zotu102",2,3,3,1.78e-136,0,78,0.816496581,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
14,"Zotu1020",4,14,75,3.48e-34,0.833333333,4,0.58658846,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
15,"Zotu1021",4,144,414,1.12e-37,0.5,1,1.225127784,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
16,"Zotu1022",1,0,0,1.4e-35,0,4,-1.613118265,0,"Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
